Latitude,Longitude,Timestamp
22.3494646,73.1504533,2024-08-29T14:36:11.036Z
22.3441789,73.163611,2024-08-30T00:39:36.236Z
22.3441789,73.163611,2024-08-30T00:39:36.245Z
22.34414,73.1641883,2024-08-30T00:39:43.489Z
22.34414,73.1641883,2024-08-30T00:39:43.490Z
22.34414,73.1641883,2024-08-30T00:39:43.490Z
22.3441002,73.1642597,2024-08-30T00:39:50.091Z
22.3441002,73.1642597,2024-08-30T00:39:50.092Z
22.3441002,73.1642597,2024-08-30T00:39:50.093Z
22.344058,73.1643355,2024-08-30T00:39:50.157Z
22.3440547,73.1643469,2024-08-30T00:39:50.625Z
22.3430655,73.1691721,2024-08-30T00:40:50.519Z
22.3430655,73.1691721,2024-08-30T00:40:50.519Z
22.3430655,73.1691721,2024-08-30T00:40:50.520Z
22.3430655,73.1691721,2024-08-30T00:40:50.520Z
22.3430655,73.1691721,2024-08-30T00:40:50.520Z
22.3430655,73.1691721,2024-08-30T00:40:50.520Z
22.3430655,73.1691721,2024-08-30T00:40:50.520Z
22.3430655,73.1691721,2024-08-30T00:40:50.520Z
22.3430655,73.1691721,2024-08-30T00:40:50.520Z
22.3430655,73.1691721,2024-08-30T00:40:50.521Z
22.3430655,73.1691721,2024-08-30T00:40:50.521Z
22.3430655,73.1691721,2024-08-30T00:40:50.521Z
22.3430655,73.1691721,2024-08-30T00:40:50.521Z
22.3430655,73.1691721,2024-08-30T00:40:50.521Z
22.3430655,73.1691721,2024-08-30T00:40:50.522Z
22.3430655,73.1691721,2024-08-30T00:40:50.522Z
22.3430655,73.1691721,2024-08-30T00:40:50.523Z
22.3430655,73.1691721,2024-08-30T00:40:50.524Z
22.3430655,73.1691721,2024-08-30T00:40:50.525Z
22.3430655,73.1691721,2024-08-30T00:40:50.525Z
22.3430655,73.1691721,2024-08-30T00:40:50.525Z
22.3430655,73.1691721,2024-08-30T00:40:50.525Z
22.3430655,73.1691721,2024-08-30T00:40:50.525Z
22.3430655,73.1691721,2024-08-30T00:40:50.526Z
22.3430655,73.1691721,2024-08-30T00:40:50.526Z
22.3430655,73.1691721,2024-08-30T00:40:50.526Z
22.3430655,73.1691721,2024-08-30T00:40:50.526Z
22.3430655,73.1691721,2024-08-30T00:40:50.526Z
22.3430655,73.1691721,2024-08-30T00:40:50.526Z
22.3430655,73.1691721,2024-08-30T00:40:50.526Z
22.3430655,73.1691721,2024-08-30T00:40:50.526Z
22.3430655,73.1691721,2024-08-30T00:40:50.526Z
22.3430655,73.1691721,2024-08-30T00:40:50.526Z
22.3430655,73.1691721,2024-08-30T00:40:50.526Z
22.3430655,73.1691721,2024-08-30T00:40:50.527Z
22.3430655,73.1691721,2024-08-30T00:40:50.653Z
22.3431359,73.1691536,2024-08-30T00:40:56.281Z
22.3431359,73.1691536,2024-08-30T00:40:56.282Z
22.3431359,73.1691536,2024-08-30T00:40:56.283Z
22.3431359,73.1691536,2024-08-30T00:40:56.455Z
22.3431498,73.1691651,2024-08-30T00:41:01.803Z
22.3431498,73.1691651,2024-08-30T00:41:01.803Z
22.3431498,73.1691651,2024-08-30T00:41:01.804Z
22.3431498,73.1691651,2024-08-30T00:41:01.804Z
22.3431539,73.1691652,2024-08-30T00:41:05.662Z
22.3431539,73.1691652,2024-08-30T00:41:05.662Z
22.3431539,73.1691652,2024-08-30T00:41:05.662Z
22.3431683,73.169378,2024-08-30T00:41:10.659Z
22.3431683,73.169378,2024-08-30T00:41:10.659Z
22.3431683,73.169378,2024-08-30T00:41:10.660Z
22.3431683,73.169378,2024-08-30T00:41:10.660Z
22.3431683,73.169378,2024-08-30T00:41:10.660Z
22.3431683,73.169378,2024-08-30T00:41:10.660Z
22.3431684,73.1693788,2024-08-30T00:41:12.649Z
22.3431684,73.1693788,2024-08-30T00:41:12.897Z
22.3428733,73.1696433,2024-08-30T00:42:08.734Z
22.3428733,73.1696433,2024-08-30T00:42:08.734Z
